id,alias,name,image_url,url,review_count,categories.0.alias,categories.0.title,categories.1.alias,categories.1.title,rating,coordinates.latitude,coordinates.longitude,transactions.0,price,location.address1,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address.0,location.display_address.1,phone,display_phone,distance,transactions.1,location.address2,location.display_address.2,categories.2.alias,categories.2.title
jCI_YMFNqfsigqinCZWY-g,banana-leaf-little-rock-2,Banana Leaf,https://s3-media1.fl.yelpcdn.com/bphoto/jOkaoHw8OLvzUFmcKNXX6w/o.jpg,https://www.yelp.com/biz/banana-leaf-little-rock-2?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,19,foodtrucks,Food Trucks,indpak,Indian,4.5,34.743953,-92.275744,delivery,$,425 W Capitol Ave,,Little Rock,72201,US,AR,425 W Capitol Ave,Ste 21,15012270860,(501) 227-0860,7399.759448,,Ste 21,"Little Rock, AR 72201",,
GVufW-VqhUjE5fryA2nbcg,sumo-sushi-and-steak-bryant,Sumo Sushi and Steak,https://s3-media1.fl.yelpcdn.com/bphoto/__OM-QtncP7POaE4BYoZjA/o.jpg,https://www.yelp.com/biz/sumo-sushi-and-steak-bryant?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,32,japanese,Japanese,sushi,Sushi Bars,3.5,34.623505,-92.503015,,$$,5311 Hwy 5 N,,Bryant,72022,US,AR,5311 Hwy 5 N,Ste 250,15019437798,(501) 943-7798,19276.38087,,Ste 250,"Bryant, AR 72022",steak,Steakhouses
Na8iOKsZjLfsyluGyHgi3A,sekisui-restaurant-little-rock-2,Sekisui Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/ult-1XOf3de3Kfm3klFvpw/o.jpg,https://www.yelp.com/biz/sekisui-restaurant-little-rock-2?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,57,sushi,Sushi Bars,japanese,Japanese,3,34.802507,-92.435449,delivery,$$,14524 Cantrell Rd,,Little Rock,72223,US,AR,14524 Cantrell Rd,Ste 110,15012217070,(501) 221-7070,9392.657424,,Ste 110,"Little Rock, AR 72223",korean,Korean
vDmRK_D_GbKo58D2SJoWdg,north-bar-north-little-rock-2,North Bar,https://s3-media1.fl.yelpcdn.com/bphoto/kdHudNgwIojdqPu_3XVgVA/o.jpg,https://www.yelp.com/biz/north-bar-north-little-rock-2?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,132,tradamerican,American (Traditional),bars,Bars,4.5,34.7906015,-92.2595076,delivery,$$,3812 Jfk Blvd,,North Little Rock,72116,US,AR,3812 Jfk Blvd,"North Little Rock, AR 72116",15014201117,(501) 420-1117,10040.81166,,,,,
xt_rvYH9KNA237S2GDEbfQ,asian-grill-buffet-little-rock,Asian Grill Buffet,https://s3-media4.fl.yelpcdn.com/bphoto/JppohlR0y7733Ic7lJjnXg/o.jpg,https://www.yelp.com/biz/asian-grill-buffet-little-rock?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,8,chinese,Chinese,asianfusion,Asian Fusion,2.5,34.6692237,-92.37871505,delivery,$,10001 Mabelvale Plaza Dr,,Little Rock,72209,US,AR,10001 Mabelvale Plaza Dr,"Little Rock, AR 72209",15015699698,(501) 569-9698,9013.133979,,,,buffets,Buffets
IuwjQBO4qOT10NTSZyakrw,lulus-little-rock-4,LuLu's,https://s3-media4.fl.yelpcdn.com/bphoto/DekG2Xgh0hKjFzpe5HmHvg/o.jpg,https://www.yelp.com/biz/lulus-little-rock-4?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,67,seafood,Seafood,,,3,34.76928601,-92.3399637,delivery,$$,5911 R St,,Little Rock,72207,US,AR,5911 R St,"Little Rock, AR 72207",15016632388,(501) 663-2388,2791.604087,,,,,
iknIUQAu6MGExcrGeWT8Mw,panda-garden-restaurant-little-rock,Panda Garden Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/qDptdn-YxLwAksD8AQgJhQ/o.jpg,https://www.yelp.com/biz/panda-garden-restaurant-little-rock?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,35,sushi,Sushi Bars,asianfusion,Asian Fusion,3.5,34.735688,-92.39645,delivery,$$,2604 S Shackleford Rd,,Little Rock,72205,US,AR,2604 S Shackleford Rd,Ste G,15012248100,(501) 224-8100,3901.07852,,Ste G,"Little Rock, AR 72205",buffets,Buffets
jEC4QPZmsqMs7s3-9kAwIg,sushi-cafe-little-rock,Sushi Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/eCsCDAd4JuCWybZOU1rJvQ/o.jpg,https://www.yelp.com/biz/sushi-cafe-little-rock?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,127,sushi,Sushi Bars,asianfusion,Asian Fusion,3.5,34.770084,-92.339241,delivery,$$,5823 Kavanaugh Blvd,,Little Rock,72207,US,AR,5823 Kavanaugh Blvd,"Little Rock, AR 72207",15016639888,(501) 663-9888,2906.464496,,,,,
a-njMze-Sw2LH8nSOlQ7qg,guss-world-famous-fried-chicken-little-rock,Gus's World Famous Fried Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/Af0vB2dHhvwJd_Zn5RypxQ/o.jpg,https://www.yelp.com/biz/guss-world-famous-fried-chicken-little-rock?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,422,southern,Southern,chickenshop,Chicken Shop,4,34.74779114,-92.26777621,delivery,$,300 President Clinton Ave,,Little Rock,72201,US,AR,300 President Clinton Ave,"Little Rock, AR 72201",15013722211,(501) 372-2211,8130.51369,,,,comfortfood,Comfort Food
POqScc0om2BYRE8azmTgcw,samurai-japanese-steakhouse-and-sushi-bar-little-rock,Samurai Japanese Steakhouse & Sushi Bar,https://s3-media4.fl.yelpcdn.com/bphoto/WqElayf69gU3KBlxsMM1Zg/o.jpg,https://www.yelp.com/biz/samurai-japanese-steakhouse-and-sushi-bar-little-rock?adjust_creative=vyhy616UjsMTA_hrWyg_5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vyhy616UjsMTA_hrWyg_5w,46,sushi,Sushi Bars,japanese,Japanese,2.5,34.7310791,-92.39492035,delivery,$$,2604 S Shackleford Rd,,Little Rock,72205,US,AR,2604 S Shackleford Rd,"Little Rock, AR 72205",15012245533,(501) 224-5533,3988.699492,pickup,,,,
